n_dimensions,n_clusters,mean_ent,n_neighbors,run_id
250,17,0.7337047937566634,5,362
250,18,0.7338501332590931,5,363
250,19,0.743491163577577,5,364
250,20,0.7526488696291687,5,365
250,21,0.7348235882997638,5,366
250,22,0.7233934267230159,5,367
250,23,0.6828170009554466,5,368
250,24,0.6786772448559167,5,369
250,25,0.671211948659612,5,370
250,26,0.6767401850789342,5,371
250,27,0.6701037621715504,5,372
250,28,0.683686080984525,5,373
250,29,0.683795307462258,5,374
250,30,0.6938276500653442,5,375
250,31,0.6877803762296734,5,376
250,32,0.685364618333129,5,377
250,33,0.6854636213121196,5,378
250,34,0.6865029150969664,5,379
250,35,0.6827486532104181,5,380
250,36,0.6810794806037398,5,381
250,37,0.6735212631033614,5,382
250,38,0.6700245538005072,5,383
250,39,0.6741386372893117,5,384
250,40,0.6643704892543578,5,385
250,41,0.6600631065707996,5,386
250,42,0.6558194375276292,5,387
250,43,0.6505915650939489,5,388
250,44,0.6463648592065755,5,389
250,45,0.6453928168658374,5,390
250,46,0.6430557889566992,5,391
250,47,0.6467073838662835,5,392
250,48,0.6419890399972749,5,393
250,49,0.6450296354321575,5,394
250,50,0.6380199976899327,5,395
250,51,0.6361362324604395,5,396
250,52,0.6293839008350578,5,397
250,53,0.6281721115081973,5,398
250,54,0.627754186577136,5,399
250,55,0.6180800038300358,5,400
250,56,0.6201993915962716,5,401
250,57,0.6224630807678885,5,402
250,58,0.6132032188801494,5,403
250,59,0.612908856454508,5,404
250,60,0.6061772362681471,5,405
250,61,0.6067755520691771,5,406
250,62,0.6027268994126398,5,407
250,63,0.5963104912634606,5,408
250,64,0.5900943654545171,5,409
250,65,0.5813487606454327,5,410
250,66,0.5761276096401869,5,411
250,67,0.5781212955910787,5,412
250,68,0.5842680052418724,5,413
250,69,0.5807348846751302,5,414
250,70,0.5788757108178313,5,415
250,71,0.5790195950794569,5,416
250,72,0.5814407981170441,5,417
250,73,0.5729408552610162,5,418
250,74,0.5707124357366011,5,419
250,75,0.5714082319975708,5,420
250,76,0.5712093576310457,5,421
250,77,0.574230850758919,5,422
